"Game Area","Source","Criteria","Who","English","ID","Trigger","User Data","Memory","Notes","English Old","French","Italian","German","Spanish","Brasilian","Dutch","Hungarian","Polish","Russian"
"End of Season","DriverBlastsLeader","","MediaPerson","{#1DC:LastName} is currently {DCGap1stTo2nd} points ahead of {#2DC:LastName} in the {ChampionshipAcronym}. ","PSG_10000063","","","","","","<gender^ChampionshipAcronym=F>
{#1DC:LastName} a actuellement {DCGap1stTo2nd} points d'avance sur {#2DC:LastName} dans la {ChampionshipAcronym}. 
</gender>
<gender^ChampionshipAcronym=M>
{#1DC:LastName} a actuellement {DCGap1stTo2nd} points d'avance sur {#2DC:LastName} dans le{ChampionshipAcronym}. 
</gender>
<gender^ChampionshipAcronym=FP>
{#1DC:LastName} a actuellement {DCGap1stTo2nd} points d'avance sur {#2DC:LastName} dans les {ChampionshipAcronym}. 
</gender>
<gender^ChampionshipAcronym=MP>
{#1DC:LastName} a actuellement {DCGap1stTo2nd} points d'avance sur {#2DC:LastName} dans les {ChampionshipAcronym}. 
</gender>
","<gender^ChampionshipAcronym=F>
Attualmente, {#1DC:LastName} ha {DCGap1stTo2nd} punti di vantaggio su {#2DC:LastName} nella {ChampionshipAcronym}. 
</gender>
<gender^ChampionshipAcronym=M>
Attualmente, {#1DC:LastName} ha {DCGap1stTo2nd} punti di vantaggio su {#2DC:LastName} nel {ChampionshipAcronym}. 
</gender>","{#1DC:LastName} liegt momentan {DCGap1stTo2nd} Punkte vor {#2DC:LastName} in der {ChampionshipAcronym}. ","<gender^ChampionshipAcronym=F>
{#1DC:LastName} saca {DCGap1stTo2nd} puntos a {#2DC:LastName} en la {ChampionshipAcronym}.
</gender>
<gender^ChampionshipAcronym=M>
{#1DC:LastName} saca {DCGap1stTo2nd} puntos a {#2DC:LastName} en el {ChampionshipAcronym}.
</gender>
<gender^ChampionshipAcronym=FP>
{#1DC:LastName} saca {DCGap1stTo2nd} puntos a {#2DC:LastName} en las {ChampionshipAcronym}.
</gender>
<gender^ChampionshipAcronym=MP>
{#1DC:LastName} saca {DCGap1stTo2nd} puntos a {#2DC:LastName} en los {ChampionshipAcronym}.
</gender>","<gender^ChampionshipAcronym=F>
{#1DC:LastName} está no momento com {DCGap1stTo2nd} pontos à frente de {#2DC:LastName} na {ChampionshipAcronym}. 
</gender>
<gender^ChampionshipAcronym=M>
{#1DC:LastName} está no momento com {DCGap1stTo2nd} pontos à frente de {#2DC:LastName} no {ChampionshipAcronym}. 
</gender>
","<gender^ChampionshipAcronym=M>
{#1DC:LastName} heeft momenteel {DCGap1stTo2nd} punten meer dan {#2DC:LastName} in de {ChampionshipAcronym}.
</gender>

<gender^ChampionshipAcronym=N>
{#1DC:LastName} heeft momenteel {DCGap1stTo2nd} punten meer dan {#2DC:LastName} in het {ChampionshipAcronym}.
</gender> ","{#1DC:LastName} jelenleg {DCGap1stTo2nd} ponttal vezet {#2DC:LastName} előtt itt: {ChampionshipAcronym}. ","{#1DC:LastName} ma obecnie {DCGap1stTo2nd} pkt przewagi nad zawodnikiem {#2DC:LastName} w: {ChampionshipAcronym}. ","{#1DC:LastName} сейчас опережает на {DCGap1stTo2nd} очк. гонщика {#2DC:LastName} в {ChampionshipAcronym}. "
"End of Season","DriverBlastsLeader","","MediaPerson","<gender^#1DC=F>
There will be no love lost between the two of them going into this weekend's championship decider. {#1DC:Name} herself has declined to respond. 
</gender>
<gender^#1DC=M>
There will be no love lost between the two of them going into this weekend's championship decider. {#1DC:Name} himself has declined to respond. 
</gender>
","PSG_10000095","","","","","","La tension sera à son comble entre les deux pilotes lors de la finale du championnat qui aura lieu ce week-end. {#1DC:Name} n'a pas souhaité répondre à ces critiques. ","Ci saranno sicuramente scintille tra di loro durante la gara decisiva per il campionato che si disputerà questo weekend. {#1DC:Name} ha preferito non rispondere.","Die beiden werden sich im entscheidenden Rennen der Meisterschaft an diesem Wochenende wohl nicht so gut verstehen. {#1DC:Name} hat bisher noch nicht reagiert. ","La tensión se corta con un cuchillo en este fin de semana tan importante para el campeonato. {#1DC:Name} ha preferido no responder.","Não vai haver perdão entre os dois disputando a corrida decisiva deste fim de semana. {#1DC:Name} se recusou a responder.","<gender^#1DC=F>
Als het kampioenschap dit weekend wordt beslist, gaat er aan deze twee geen liefde verloren. {#1DC:Name} zelf weigerde te reageren. 
</gender>
<gender^#1DC=M>
Als het kampioenschap dit weekend wordt beslist, gaat er aan deze twee geen liefde verloren. {#1DC:Name} zelf weigerde te reageren. 
</gender>
","Ők ketten nem fognak egy tálból cseresznyézni a hétvégén, ami a bajnokságról dönt. {#1DC:Name} nem volt hajlandó reagálni.","Skłóceni kierowcy wezmą udział w decydującym wyścigu mistrzostw, który odbędzie się w ten weekend. {#1DC:Name} odmawia komentarza.
","<gender^#1DC=F>
Соперничество между гонщиками обострилось до предела: на этой неделе их ждет решающий заезд чемпионата. Сама {#1DC:Name} от комментариев отказалась. 
</gender>
<gender^#1DC=M>
Соперничество между гонщиками обострилось до предела: на этой неделе их ждет решающий заезд чемпионата. Сам {#1DC:Name} от комментариев отказался. 
</gender>"
"End of Season","PressureOnManager","","MediaPerson","Pressure On {Player:LastName} As Season Climax Arrives","PSG_10000619","","","","","","{Location} : {Player:LastName} sous pression à l'apogée de la saison","Si avvicina il momento clou della stagione, e la pressione sale alle stelle per {Player:LastName}","{Player:LastName} vor Saisonhöhepunkt unter Druck","{Player:LastName} siente la presión a medida que se aproxima la hora de la verdad","{Player:LastName} sob pressão com a chegada do fim da temporada","Meer druk op {Player:LastName} tijdens climax seizoen","{Player:LastName}: Nő rajta a nyomás, ahogy elérkezik az idény csúcsa","{Player:LastName} jest pod presją na koniec sezonu","ПО МЕРЕ ПРИБЛИЖЕНИЯ РАЗВЯЗКИ {Player:LastName} ИСПЫТЫВАЕТ ВСЕ БОЛЬШЕЕ ДАВЛЕНИЕ"
"End of Season","PressureOnManager","","MediaPerson","The pressure is piling up {Player:Team} manager {Player:Name}. ","PSG_10000620","","","","","","La pression monte de plus en plus pour {Player:Name}, manager de {Player:Team}. ","<gender^Player=F>
La pressione sta schiacciando {Player:Name}, la manager della {Player:Team}. 
</gender>
<gender^Player=M>
La pressione sta schiacciando {Player:Name}, il manager della {Player:Team}. 
</gender>
","<gender^Player=F>
Der Druck auf {Player:Name}, Managerin von {Player:Team}, wird immer größer. 
</gender>
<gender^Player=M>
Der Druck auf {Player:Name}, Manager von {Player:Team}, wird immer größer. 
</gender>
","La presión aumenta sobre {Player:Name} y {Player:Team}. ","<gender^Player=F>
A pressão está aumentando em cima da administradora {Player:Name} da {Player:Team}. 
</gender>
<gender^Player=M>
A pressão está aumentando em cima do administrador {Player:Name} da {Player:Team}. 
</gender>
","De druk op manager {Player:Name} van {Player:Team} wordt steeds groter. ","A(z) {Player:Team} csapat menedzsere {Player:Name} egyre nagyobb nyomás alatt áll. ","<gender^Player=F>
{Player:Name}, menedżerka zespołu {Player:Team}, jest pod dużą presją. 
</gender>
<gender^Player=M>
{Player:Name}, menedżer zespołu {Player:Team}, jest pod dużą presją. 
</gender> ","Все большее давление ощущает менеджер команды {Player:Team} {Player:Name}. "
"End of Season","PressureOnManager","","MediaPerson","<gender^Player=F>
{Player:LastName} has reportedly been warned that anything less than 2nd place for {PlayerDriver1:Name} may even result in her losing her job.
</gender>
<gender^Player=M>
{Player:LastName} has reportedly been warned that anything less than 2nd place for {PlayerDriver1:Name} may even result in him losing his job.
</gender>
","PSG_10000621","","","","","","D'après les rumeurs, {Player:LastName} pourrait perdre son poste si {PlayerDriver1:Name} ne se classe pas au moins en 2e place.","Pare che {Player:LastName} abbia ricevuto un avvertimento: un qualsiasi piazzamento al di sotto del secondo posto e potrebbe persino perdere il lavoro.","<gender^Player=F>
Berichten zufolge wurde {Player:LastName} gewarnt: Sollte {PlayerDriver1:Name} nicht mindestens den 2. Platz erreichen, könnte die Managerin ihren Job los sein.
</gender>
<gender^Player=M>
Berichten zufolge wurde {Player:LastName} gewarnt: Sollte {PlayerDriver1:Name} nicht mindestens den 2. Platz erreichen, könnte der Manager seinen Job los sein.
</gender>
","Se ha advertido a {Player:LastName} repetidas veces que todo lo que esté por debajo de un segundo puesto para {PlayerDriver1:Name} podría costarle su trabajo.","{Player:LastName} supostamente recebeu um aviso que qualquer coisa abaixo do segundo lugar para {PlayerDriver1:Name} pode até resultar em sua demissão.","<gender^Player=F>
{Player:LastName} schijnt te zijn gewaarschuwd dat alles onder een 2e plaats zelfs tot ontslag van {PlayerDriver1:Name} zal kunnen leiden.
</gender>
<gender^Player=M>
{Player:LastName} schijnt te zijn gewaarschuwd dat alles onder een 2e plaats zelfs tot ontslag van {PlayerDriver1:Name} zal kunnen leiden.
</gender>
","{Player:LastName} állítólag olyan figyelmeztetést kapott, hogy ha {PlayerDriver1:Name} a 2. helynél hátrább végez, még el is veszítheti az állását.","{Player:LastName} wie, że może stracić pracę, jeśli {PlayerDriver1:Name} nie zajmie pierwszego lub drugiego miejsca.
","<gender^Player=F>
Как говорят, {Player:LastName} была предупреждена, что любое место для пилота {PlayerDriver1:Name} ниже 2-го может стоить ей работы.
</gender>
<gender^Player=M>
Как говорят, {Player:LastName} был предупрежден, что любое место для пилота {PlayerDriver1:Name} ниже 2-го может стоить ему работы.
</gender>"
"End of Season","PressureOnManager","","MediaPerson","With {UnderPressureManager:Name} also under pressure at {UnderPressureManagerTeam:Name}, there may be a few managerial changes on the cards this winter.","PSG_10000622","","","","","","{UnderPressureManager:Name} étant également sous pression chez {UnderPressureManagerTeam:Name}, nous pourrions voir des changements au niveau de la direction de ces écuries cet hiver.","Con {UnderPressureManager:Name} sotto pressione anche nella {UnderPressureManagerTeam:Name}, questo inverno potremmo assistere ad alcuni cambiamenti nella dirigenza.","Da {UnderPressureManager:Name} bei {UnderPressureManager:Team} ebenfalls kein leichtes Spiel hat, könnte das Managerkarussell in diesem Winter in Bewegung geraten.","{UnderPressureManager:Name} carga con toda la presión de {UnderPressureManagerTeam:Name}, y este invierno podrían producirse algunos cambios en la dirección.","Com {UnderPressureManager:Name} também sob pressão na {UnderPressureManagerTeam:Name}, talvez ainda possam acontecer algumas alterações na administração nesse inverno.","Nu {UnderPressureManager:Name} ook onder druk staat bij {UnderPressureManagerTeam:Name}, zou de winter wel eens een paar bestuurlijke wijzigingen in petto kunnen hebben.","Mivel {UnderPressureManager:Name} nyomás alatt áll, nyomás alatt áll a(z) {UnderPressureManagerTeam:Name} is, így az idei télen menedzseri változások is benne vannak a pakliban.","{UnderPressureManager:Name} z zespołu {UnderPressureManagerTeam:Name} boryka się z tym samym problemem. Zimą może pojawić się kilka zmian na wyższych szczeblach.","Поскольку {UnderPressureManager:Name}, менеджер команды {UnderPressureManagerTeam:Name}, также испытывает давление, этой зимой нас, возможно, ждут изменения в управленческом составе."
"End of Season","TCClose","","MediaPerson","Teams' Supremacy to be Decided","PSG_10000623","","","","","","Suprématie en jeu pour les écuries","Si deciderà la supremazia delle squadre","Kampf um Teamkrone vor Entscheidung","En disputa la supremacía en el campeonato de equipos","Supremacia da equipe a ser decidida","Heerschappij van team wordt beslist","Döntésre vár, hogy melyik csapat az egyeduralkodó","Walka o dominację","СКОРО ОПРЕДЕЛИТСЯ ГЛАВЕНСТВО КОМАНД"
"End of Season","TCClose","","MediaPerson","While the media spotlight glares on the drivers, the Teams' Championship is also to be decided this weekend.","PSG_10000624","","","","","","Bien que les projecteurs soient actuellement braqués sur les pilotes, le championnat des écuries se décidera également ce week-end.","I riflettori sono puntati sui piloti, ma questo weekend si deciderà anche il Campionato costruttori.","Während die Fahrer im Rampenlicht der Medien stehen, wird an diesem Wochenende auch die Teammeisterschaft entschieden.","La prensa se centra en la batalla entre los pilotos, pero este fin de semana también se decidirá el campeonato por equipos.","Enquanto os holofotes da mídia se concentram nos pilotos, o Campeonato de Equipes também será decidido neste fim de semana.","Terwijl de schijnwerpers van de media zijn gericht op de coureurs, wordt ook het Teams' Championship dit weekend beslist.","Miközben a média reflektorfénye a versenyzőkre irányul, a Csapatbajnokság is ezen a hétvégén dől el. ","Media skupiają się na kierowcach, ale w ten weekend zostaną rozegrane również mistrzostwa drużynowe.","Внимание СМИ направлено в первую очередь на гонщиков, но в этом уикенде определится также и обладатель командного чемпионата."
"Race Reaction","PostRace","Type = Header;","MediaPerson","{#1Place:LastName} Wins The {Location} GP","PSG_10000204","Type = Body0;","MailGroup = Media","","","","{Location} : {#1Place:LastName} remporte le GP","{#1Place:LastName} vince il GP ({Location})","{#1Place:LastName} gewinnt Grand Prix in {Location}","{#1Place:LastName} vence en {Location}","{Location}: {#1Place:LastName} vence o GP","{#1Place:LastName} wint de {Location}-GP
","{Location}: {#1Place:LastName} megnyeri a nagydíjat ","{Location} - {#1Place:LastName} Wygrywa zawody GP","{#1Place:LastName} ВЫИГРЫВАЕТ ГРАН-ПРИ ({Location})"
"Race Reaction","PostRace","Type = Body0","MediaPerson","{#1Place:Team}'s {#1Place:Name} has walked away with the top prize here in {Location} after an incident-packed race.","PSG_10000205","Type = Body1;","AddLineBreaks = 2;","","","","{#1Place:Name} de {#1Place:Team} a reçu le trophée du vainqueur après une course riche en incidents.","{Location}: {#1Place:Name} ({#1Place:Team}) ha vinto il primo premio, dopo una gara piena di incidenti.","{#1Place:Name} von {#1Place:Team} hat sich hier in {Location} nach einem ereignisreichen Rennen den ersten Platz gesichert.","{#1Place:Name}, de {#1Place:Team}, saborea las mieles del éxito en {Location} tras una carrera plagada de incidentes.","{Location}: {#1Place:Name} da {#1Place:Team} terminou com o prêmio máximo após uma corrida cheia de incidentes.","<gender^Location=M>
{#1Place:Name} van {#1Place:Team} is hier in {Location} weggelopen met de hoofdprijs, na een race vol incidenten.
</gender>
<gender^Location=MP>
{#1Place:Name} van {#1Place:Team} is hier in de {Location} weggelopen met de hoofdprijs, na een race vol incidenten.
</gender>
<gender^Location=F>
{#1Place:Name} van {#1Place:Team} is hier aan de {Location} weggelopen met de hoofdprijs, na een race vol incidenten.
</gender>","A(z) {#1Place:Team} csapat versenyzője, {#1Place:Name} megszerezte az első helyet egy balesetekkel tarkított versenyen itt: {Location}.","{Location} – {#1Place:Name} z zespołu {#1Place:Team} zajmuje pierwsze miejsce w pełnym wypadków wyścigu.","После напряженной гонки пилот команды {#1Place:Team} {#1Place:Name} берет главный приз ({Location})."
"Race Reaction","PostRace","Type = Body1","MediaPerson","{#2Place:Name} (who finished {Gap1stTo2nd} behind {#1Place:LastName}) and {#3Place:Name} rounded out the podium.","PSG_10000206","Type = Body2;","AddLineBreaks = 2;","","","","{#2Place:Name} termine deuxième ({Gap1stTo2nd} derrière {#1Place:LastName}), avec {#3Place:Name} complètant le podium.","{#2Place:Name} (che ha concluso la gara {Gap1stTo2nd} dietro {#1Place:LastName}) e {#3Place:Name} completano il podio.","{#2Place:Name}, der {Gap1stTo2nd} hinter {#1Place:LastName} ins Ziel ging, und {#3Place:Name} standen ebenfalls auf dem Podest.","{#2Place:Name} (que acabó a {Gap1stTo2nd} de {#1Place:LastName}) y {#3Place:Name} completaron el podio.","{#2Place:Name} (que terminou {Gap1stTo2nd} atrás de {#1Place:LastName}) e {#3Place:Name} fecharam o pódio.","{#2Place:Name} (die {Gap1stTo2nd} achter {#1Place:LastName} eindigde) en {#3Place:Name} bezetten de rest van het podium.","{#2Place:Name} {Gap1stTo2nd} hátránnyal végzett {#1Place:LastName} mögött, míg a dobogó 3. fokára {#3Place:Name} állhatott.","{#2Place:Name}, ukończywszy wyścig ze stratą {Gap1stTo2nd} do zawodnika {#1Place:LastName}, oraz {#3Place:Name} zajmują pozostałe miejsca na podium.","Остальные места на подиуме заняли {#2Place:Name} (с отставанием на {Gap1stTo2nd} от пилота {#1Place:LastName}) и {#3Place:Name}."
"Race Reaction","PostRace","Type = Body2","MediaPerson","<gender^#1PlaceManager=F>
Winning {#1Place:Team} boss {#1PlaceManager:Name} collected the Team's Trophy, and looked delighted as she downed the champagne.
</gender>
<gender^#1PlaceManager=M>
Winning {#1Place:Team} boss {#1PlaceManager:Name} collected the Team's Trophy, and looked delighted as he downed the champagne.
</gender>
","PSG_10000207","Type = Body3","","","","","{#1PlaceManager:Name}, manager de l'équipe gagnante {#1Place:Team}, avait l'air euphorique en buvant le champagne de la victoire après avoir reçu le trophée des écuries.","<gender^#1PlaceManager=F>
La manager della {#1Place:Team}, {#1PlaceManager:Name}, ha ricevuto il trofeo per le squadre mentre festeggiava, soddisfatta, con lo champagne.
</gender>
<gender^#1PlaceManager=M>
Il manager della {#1Place:Team}, {#1PlaceManager:Name}, ha ricevuto il trofeo per le squadre mentre festeggiava, soddisfatto, con lo champagne.
</gender>","<gender^#1PlaceManager=F>
{#1PlaceManager:Name}, Chefin des Siegerteams {#1Place:Team}, nahm die Trophäe für ihr Team entgegen und wirkte hochzufrieden, als sie den Korken knallen ließ.
</gender>
<gender^#1PlaceManager=M>
{#1PlaceManager:Name}, Chef des Siegerteams {#1Place:Team}, nahm die Trophäe für sein Team entgegen und wirkte hochzufrieden, als er den Korken knallen ließ.
</gender>
","{#1PlaceManager:Name} recogió el premio al equipo {#1Place:Team} y se puso hasta arriba de champán.","{#1PlaceManager:Name}, chefe da equipe vencedora {#1Place:Team}, recebeu o troféu do Campeonato de Equipes e parecia muito feliz enquanto recebia um banho de champanhe.
","<gender^#1PlaceManager=F>
{#1PlaceManager:Name}, de baas van het winnende {#1Place:Team}, heeft de Teamtrofee in ontvangst genomen. Ze leek dolblij toen ze de champagne achteroversloeg.
</gender>
<gender^#1PlaceManager=M>
{#1PlaceManager:Name}, de baas van het winnende {#1Place:Team}, heeft de Teamtrofee in ontvangst genomen. Hij leek dolblij toen hij de champagne achteroversloeg.
</gender>","<gender^#1PlaceManager=F>
A győztes {#1Place:Team} főnöke, {#1PlaceManager:Name} begyűjtötte a Csapatbajnoki trófeát, és láthatóan örült, ahogy a pezsgőt nyakalta.
</gender>
<gender^#1PlaceManager=M>
A győztes {#1Place:Team} főnöke, {#1PlaceManager:Name} begyűjtötte a Csapatbajnoki trófeát, és láthatóan örült, ahogy a pezsgőt nyakalta.
</gender>","<gender^#1PlaceManager=F>
{#1PlaceManager:Name}, menedżerka zwycięskiego zespołu {#1Place:Team}, odbiera puchar drużynowy i otwiera szampana.
</gender>
<gender^#1PlaceManager=M>
{#1PlaceManager:Name}, menedżer zwycięskiego zespołu {#1Place:Team}, odbiera puchar drużynowy i otwiera szampana.
</gender>
","<gender^#1PlaceManager=F>
Босс команды-победителя {#1Place:Team} {#1PlaceManager:Name} получила кубок команд и с большим восторгом открыла традиционную бутылку шампанского.
</gender>
<gender^#1PlaceManager=M>
Босс команды-победителя {#1Place:Team} {#1PlaceManager:Name} получил кубок команд и с большим восторгом открыл традиционную бутылку шампанского.
</gender>"
"Race Reaction","RaceWinPlayerBelowThird3","","MediaPerson","Over at {Player:Team}, {PlayerDriver1:Name} was in {PlayerDriver1:PreviousSessionPosition} and {PlayerDriver2:Name} finished in {PlayerDriver2:PreviousSessionPosition}.","PSG_10000211","","","","","","Du côté de {Player:Team}, {PlayerDriver1:Name} a terminé {PlayerDriver1:PreviousSessionPosition} et {PlayerDriver2:Name} {PlayerDriver2:PreviousSessionPosition}.","Alla {Player:Team}, {PlayerDriver1:PreviousSessionPosition} posto per {PlayerDriver1:Name}, {PlayerDriver2:PreviousSessionPosition} posto per {PlayerDriver2:Name}.","Bei {Player:Team} wurde {PlayerDriver1:Name} {PlayerDriver1:PreviousSessionPosition} und {PlayerDriver2:Name} {PlayerDriver2:PreviousSessionPosition}","En {Player:Team}, {PlayerDriver1:Name} acabó {PlayerDriver1:PreviousSessionPosition}, y {PlayerDriver2:Name} {PlayerDriver2:PreviousSessionPosition}.","Na {Player:Team}, {PlayerDriver1:Name} ficou em {PlayerDriver1:PreviousSessionPosition} e {PlayerDriver2:Name} terminou em {PlayerDriver2:PreviousSessionPosition}.","Bij {Player:Team} eindigde {PlayerDriver1:Name} als {PlayerDriver1:PreviousSessionPosition} en {PlayerDriver2:Name} als {PlayerDriver2:PreviousSessionPosition}.","A(z) {Player:Team} csapatnál, {PlayerDriver1:Name} lett a(z) {PlayerDriver1:PreviousSessionPosition}, míg {PlayerDriver2:Name} végzett a(z) {PlayerDriver2:PreviousSessionPosition} helyen.","W zespole {Player:Team} {PlayerDriver1:Name} zajmuje {PlayerDriver1:PreviousSessionPosition} miejsce, a {PlayerDriver2:Name} kończy na {PlayerDriver2:PreviousSessionPosition} pozycji.","В команде {Player:Team} {PlayerDriver1:Name} занимает {PlayerDriver1:PreviousSessionPosition}-е место, а {PlayerDriver2:Name} финиширует на {PlayerDriver2:PreviousSessionPosition}-й позиции."
"Race Reaction","PlayerResultsVeryGood","","MediaPerson","<gender^Player=F>
Over at {Player:Team}, {PlayerDriver1:Name} ended the race in in {PlayerDriver1:PreviousSessionPosition} and {PlayerDriver2:Name} finished {PlayerDriver2:PreviousSessionPosition}, leaving {Player:Name} with a huge grin on her face.
</gender>
<gender^Player=M>
Over at {Player:Team}, {PlayerDriver1:Name} ended the race in in {PlayerDriver1:PreviousSessionPosition} and {PlayerDriver2:Name} finished {PlayerDriver2:PreviousSessionPosition}, leaving {Player:Name} with a huge grin on his face.
</gender>
","PSG_10000214","","","","","","Chez {Player:Team}, {PlayerDriver1:Name} et {PlayerDriver2:Name} ont terminé respectivement en {PlayerDriver1:PreviousSessionPosition} et {PlayerDriver2:PreviousSessionPosition} place, à la plus grande joie de {Player:Name}.","Alla {Player:Team}, {PlayerDriver1:PreviousSessionPosition} posto ottenuto da {PlayerDriver1:Name} e {PlayerDriver2:PreviousSessionPosition} posto per {PlayerDriver2:Name}, che regalano a {Player:Name} una grande gioia.","{PlayerDriver1:Name} von {Player:Team} beendete das Rennen als {PlayerDriver1:PreviousSessionPosition}, während {PlayerDriver2:Name} als {PlayerDriver2:PreviousSessionPosition} ins Ziel ging, was {Player:Name} ein breites Grinsen aufs Gesicht zauberte.","En {Player:Team}, {PlayerDriver1:Name} terminó la carrera {PlayerDriver1:PreviousSessionPosition} y {PlayerDriver2:Name} {PlayerDriver2:PreviousSessionPosition}. {Player:Name} acabó con una gran sonrisa.","Na {Player:Team}, {PlayerDriver1:Name} terminou a corrida em {PlayerDriver1:PreviousSessionPosition} e {PlayerDriver2:Name} terminou em {PlayerDriver2:PreviousSessionPosition}, deixando {Player:Name} com um grande sorriso em seu rosto.
","<gender^Player=F>
Bij {Player:Team} eindigde {PlayerDriver1:Name} tijdens de race als {PlayerDriver1:PreviousSessionPosition}. {PlayerDriver2:Name} eindigde als {PlayerDriver2:PreviousSessionPosition}, wat de enorme grijns op het gezicht van {Player:Name} verklaarde.
</gender>
<gender^Player=M>
Bij {Player:Team} eindigde {PlayerDriver1:Name} tijdens de race als {PlayerDriver1:PreviousSessionPosition}. {PlayerDriver2:Name} eindigde als {PlayerDriver2:PreviousSessionPosition}, wat de enorme grijns op het gezicht van {Player:Name} verklaarde.
</gender>
","A(z) {Player:Team} csapatnál, {PlayerDriver1:Name} lett a(z) {PlayerDriver1:PreviousSessionPosition}, míg {PlayerDriver2:Name} végzett a(z) {PlayerDriver2:PreviousSessionPosition} helyen, így {Player:Name} szélesen vigyoroghatott. ","W zespole {Player:Team} {PlayerDriver1:Name} kończy wyścig na {PlayerDriver1:PreviousSessionPosition} miejscu, a {PlayerDriver2:Name} na miejscu {PlayerDriver2:PreviousSessionPosition}. Menedżer zespołu, {Player:Name}, wita podopiecznych z uśmiechem na twarzy.
","<gender^Player=F>
В команде {Player:Team} {PlayerDriver1:Name} заканчивает гонку на {PlayerDriver1:PreviousSessionPosition}-м месте, а {PlayerDriver2:Name} - на {PlayerDriver2:PreviousSessionPosition}-м, чем остается очень довольна {Player:Name}.
</gender>
<gender^Player=M>
В команде {Player:Team} {PlayerDriver1:Name} заканчивает гонку на {PlayerDriver1:PreviousSessionPosition}-м месте, а {PlayerDriver2:Name} - на {PlayerDriver2:PreviousSessionPosition}-м, чем остается очень доволен {Player:Name}.
</gender>"
"Race Reaction","PlayerResultsGood","","MediaPerson","Over at {Player:Team}, {PlayerDriver1:Name} finished {PlayerDriver1:PreviousSessionPosition}, with teammate and {PlayerDriver2:Name} in {PlayerDriver2:PreviousSessionPosition}, a good result for the {Player:TeamLocation}-based team.","PSG_10000215","","","","","","Du côté de {Player:Team}, {PlayerDriver1:Name} a fini {PlayerDriver1:PreviousSessionPosition} et {PlayerDriver2:Name} {PlayerDriver2:PreviousSessionPosition}, un bon résultat pour l'écurie (quartier général : {Player:TeamLocation}).","<gender^PlayerDriver2=F>
{PlayerDriver1:PreviousSessionPosition} posto ottenuto da {PlayerDriver1:Name}, della {Player:Team}, e {PlayerDriver2:PreviousSessionPosition} posto per la sua collega, {PlayerDriver2:Name}; un ottimo risultato per la loro squadra.
</gender>
<gender^PlayerDriver2=M>
{PlayerDriver1:PreviousSessionPosition} posto ottenuto da {PlayerDriver1:Name}, della {Player:Team}, e {PlayerDriver2:PreviousSessionPosition} posto per il suo collega, {PlayerDriver2:Name}; un ottimo risultato per la loro squadra.
</gender>","Bei {Player:Team} wurde {PlayerDriver1:Name} {PlayerDriver1:PreviousSessionPosition} und Teamkollege {PlayerDriver2:Name} {PlayerDriver2:PreviousSessionPosition}, was ein gutes Ergebnis für das Team aus {Player:TeamLocation} darstellt.","En {Player:Team}, {PlayerDriver1:Name} terminó {PlayerDriver1:PreviousSessionPosition}, y {PlayerDriver2:Name} {PlayerDriver2:PreviousSessionPosition}, un buen resultado para el equipo de {Player:TeamLocation}.","Na {Player:Team}, {PlayerDriver1:Name} terminou em {PlayerDriver1:PreviousSessionPosition}, com o outro carro da equipe, de {PlayerDriver2:Name}, em {PlayerDriver2:PreviousSessionPosition}, um bom resultado para a equipe.","Bij {Player:Team} eindigde {PlayerDriver1:Name} als {PlayerDriver1:PreviousSessionPosition} en teamlid {PlayerDriver2:Name} als {PlayerDriver2:PreviousSessionPosition}: een goed resultaat voor het team uit {Player:TeamLocation}.","A(z) {Player:Team} csapatnál, {PlayerDriver1:Name} lett a(z) {PlayerDriver1:PreviousSessionPosition}, míg csapattársa, {PlayerDriver2:Name} végzett a(z) {PlayerDriver2: PreviousSessionPosition} helyen, ami jó eredmény a csapatnak, aminek székhelye itt található: {Player:TeamLocation}. ","W zespole {Player:Team} {PlayerDriver1:Name} kończy wyścig na {PlayerDriver1:PreviousSessionPosition} pozycji, {PlayerDriver2:Name} na pozycji {PlayerDriver2:PreviousSessionPosition}. ({PlayerTeamLocation}) może się cieszyć.","В команде {Player:Team} {PlayerDriver1:Name} финиширует на {PlayerDriver1:PreviousSessionPosition}-м месте, а {PlayerDriver2:Name} из той же команды - на {PlayerDriver2:PreviousSessionPosition}-м. Родина команды - {Player:TeamLocation}, и таким результатом там вполне могут гордиться."
