"Game Area","Source","Criteria","Who","English","ID","Trigger","User Data","Memory","Notes","English Old","French","Italian","German","Spanish","Brasilian","Dutch","Hungarian","Polish","Russian"
"Driver/Car Happiness Screen","ReliabilityComment","PartReliabilityLevel = ReliabilityWarning; OverallCarReliability = High;","AnyDriver","My {ReliabilityPartName}'s reliability is terrible! The rest of the car looks good, but I'll never finish the race with that thing fitted.","PSG_10004195","","","","","","<gender^Part=F>
La fiabilité de ma {ReliabilityPartName} est terrible ! Le reste de la voiture est OK, mais je ne pourrai jamais finir la course avec ce truc !
</gender>
<gender^Part=M>
La fiabilité de mon {ReliabilityPartName} est terrible ! Le reste de la voiture est OK, mais je ne pourrai jamais finir la course avec ce truc !
</gender>
<gender^Part=MP>
La fiabilité de mes {ReliabilityPartName} est terrible ! Le reste de la voiture est OK, mais je ne pourrai jamais finir la course avec ces trucs !
</gender>","<gender^Part=F>
La {ReliabilityPartName} è terribilmente inaffidabile! Il resto della monoposto è ok, ma non finirò mai la gara con quella cosa montata!
</gender>
<gender^Part=M>
Questo {ReliabilityPartName} è terribilmente inaffidabile! Il resto della monoposto è ok, ma non finirò mai la gara con quella cosa montata!
</gender>
<gender^Part=FP>
Queste {ReliabilityPartName} è terribilmente inaffidabile! Il resto della monoposto è ok, ma non finirò mai la gara con quella cosa montata!
</gender>
<gender^Part=MP>
Questi {ReliabilityPartName} è terribilmente inaffidabile! Il resto della monoposto è ok, ma non finirò mai la gara con quella cosa montata!
</gender>
<gender^Part=N>
Questo {ReliabilityPartName} è terribilmente inaffidabile! Il resto della monoposto è ok, ma non finirò mai la gara con quella cosa montata!
</gender>
","<gender^Part=F>
Die Zuverlässigkeit meiner {ReliabilityPartName} ist lausig! Der Rest des Fahrzeugs sieht in Ordnung aus, aber mit diesem Ding komme ich nie bis ans Ende des Rennens.
</gender>
<gender^Part=M>
Die Zuverlässigkeit meines {ReliabilityPartName}s ist lausig! Der Rest des Fahrzeugs sieht in Ordnung aus, aber mit diesem Ding komme ich nie bis ans Ende des Rennens.
</gender>
<gender^Part=FP>
Die Zuverlässigkeit meiner {ReliabilityPartName} ist lausig! Der Rest des Fahrzeugs sieht in Ordnung aus, aber mit diesem Ding komme ich nie bis ans Ende des Rennens.
</gender>
<gender^Part=N>
Die Zuverlässigkeit meines {ReliabilityPartName}s ist lausig! Der Rest des Fahrzeugs sieht in Ordnung aus, aber mit diesem Ding komme ich nie bis ans Ende des Rennens.
</gender>
","<gender^Part=F>
¡La fiabilidad de mi {ReliabilityPartName} es ridícula! El resto del coche está bien, pero no esperéis que acabe una carrera con algo así.
</gender>
<gender^Part=M>
¡La fiabilidad de mi {ReliabilityPartName} es ridícula! El resto del coche está bien, pero no esperéis que acabe una carrera con algo así.
</gender>
<gender^Part=FP>
¡La fiabilidad de mis {ReliabilityPartName} es ridícula! El resto del coche está bien, pero no esperéis que acabe una carrera con algo así.
</gender>
<gender^Part=MP>
¡La fiabilidad de mis {ReliabilityPartName} es ridícula! El resto del coche está bien, pero no esperéis que acabe una carrera con algo así.
</gender>","<gender^Part=F>
A confiabilidade dessa {ReliabilityPartName} é terrível! O resto do carro parece ok, mas eu nunca vou terminar a corrida com aquela coisa instalada.
</gender>
<gender^Part=M>
A confiabilidade desse {ReliabilityPartName} é terrível! O resto do carro parece ok, mas eu nunca vou terminar a corrida com aquela coisa instalada.
</gender>
<gender^Part=FP>
A confiabilidade dessas {ReliabilityPartName} é terrível! O resto do carro parece ok, mas eu nunca vou terminar a corrida com aquela coisa instalada.
</gender>
<gender^Part=MP>
A confiabilidade desses {ReliabilityPartName} é terrível! O resto do carro parece ok, mas eu nunca vou terminar a corrida com aquela coisa instalada.
</gender>
<gender^Part=N>
A confiabilidade desse {ReliabilityPartName} é terrível! O resto do carro parece ok, mas eu nunca vou terminar a corrida com aquela coisa instalada.
</gender>
","De betrouwbaarheid van mijn {ReliabilityPartName} is waardeloos! De rest van de wagen ziet er goed uit, maar daarmee kan ik de race nooit uitrijden.","A(z) {ReliabilityPartName} megbízhatósága rémes! A kocsi többi része okésnak tűnik, de sosem fogom befejezni a versenyt ezzel a beszerelt alkatrésszel.","{ReliabilityPartName} ma straszne problemy z niezawodnością! Reszta samochodu jest w porządku, ale ta część sprawi, że nigdy nie ukończymy wyścigu.","{ReliabilityPartName} то работает, то нет! В остальном болид хорош, но с этой деталью мне даже и гонку проехать не удастся."
"Driver/Car Happiness Screen","ReliabilityComment","PartReliabilityLevel = ReliabilityWarning; OverallCarReliability = Medium","AnyDriver","The rest of the car seems okay, but surely we have to fit a more reliable {ReliabilityPartName}?","PSG_10004228","","","","","","<gender^Part=F>
Le reste de la voiture a l'air correct, mais on ferait sans doute mieux d'installer une {ReliabilityPartName} plus fiable ?
</gender>
<gender^Part=M>
Le reste de la voiture a l'air correct, mais on ferait sans doute mieux d'installer un {ReliabilityPartName} plus fiable ?
</gender>
<gender^Part=FP>
Le reste de la voiture a l'air correct, mais on ferait sans doute mieux d'installer des {ReliabilityPartName} plus fiables ?
</gender>
<gender^Part=MP>
Le reste de la voiture a l'air correct, mais on ferait sans doute mieux d'installer des {ReliabilityPartName} plus fiables ?
</gender>
","<gender^Part=F>
Il resto della monoposto sembra ok, ma sicuramente dovremmo montare una versione di questa {ReliabilityPartName} più affidabile.
</gender>
<gender^Part=M>
Il resto della monoposto sembra ok, ma sicuramente dovremmo montare una versione di questo {ReliabilityPartName} più affidabile.
</gender>
<gender^Part=FP>
Il resto della monoposto sembra ok, ma sicuramente dovremmo montare una versione di queste {ReliabilityPartName} più affidabile.
</gender>
<gender^Part=MP>
Il resto della monoposto sembra ok, ma sicuramente dovremmo montare una versione di questi {ReliabilityPartName} più affidabile.
</gender>

","<gender^Part=F>
Das restliche Fahrzeug sieht okay aus, aber könnten wir nicht eine zuverlässigere {ReliabilityPartName} einbauen?
</gender>
<gender^Part=M>
Das restliche Fahrzeug sieht okay aus, aber könnten wir nicht einen zuverlässigeren {ReliabilityPartName} einbauen?
</gender>
<gender^Part=FP>
Das restliche Fahrzeug sieht okay aus, aber könnten wir nicht zuverlässigere {ReliabilityPartName} einbauen?
</gender>
<gender^Part=N>
Das restliche Fahrzeug sieht okay aus, aber könnten wir nicht ein zuverlässigeres {ReliabilityPartName} einbauen?
</gender>
","<gender^Part=F>
El resto del coche tiene buena pinta, pero no podemos ponerle una {ReliabilityPartName} más fiable?
</gender>
<gender^Part=M>
El resto del coche tiene buena pinta, pero no podemos ponerle un {ReliabilityPartName} más fiable?
</gender>
<gender^Part=FP>
El resto del coche tiene buena pinta, pero no podemos ponerle unas {ReliabilityPartName} más fiables?
</gender>
<gender^Part=MP>
El resto del coche tiene buena pinta, pero no podemos ponerle unos {ReliabilityPartName} más fiables?
</gender>","O restante do carro está parecendo ok, mas com certeza temos que colocar uma peça de {ReliabilityPartName} mais confiável, não?","De rest van de wagen ziet er goed uit, maar mijn {ReliabilityPartName} moet wel betrouwbaarder zijn, of niet?","A kocsi többi része úgy tűnik, rendben van, de biztos kell nekünk egy megbízhatóbb {ReliabilityPartName}?","Reszta samochodu jest okej, ale może uda nam się wymienić jedną część ({ReliabilityPartName})?","Болид в целом ничего, но можно же поставить деталь <lowercase>{ReliabilityPartName}</lowercase> понадежнее?"
"Driver/Car Happiness Screen","ReliabilityComment","PartReliabilityLevel = ReliabilityWarning; OverallCarReliability = Low","AnyDriver","You give me a car this terrible, and to add insult to injury, the {ReliabilityPartName} is looking completely unreliable? Thanks, {Player:FirstName}.","PSG_10004196","","","","","","<gender^Part=F>
Vous me refourguez une voiture aussi minable, et pour remuer le couteau, sa {ReliabilityPartName} n'a pas du tout l'air fiable ? Merci beaucoup, {Player:FirstName}.
</gender>
<gender^Part=M>
Vous me refourguez une voiture aussi minable, et pour remuer le couteau, son {ReliabilityPartName} n'a pas du tout l'air fiable ? Merci beaucoup, {Player:FirstName}.
</gender>
<gender^Part=MP>
Vous me refourguez une voiture aussi minable, et pour remuer le couteau, ses {ReliabilityPartName}  n'ont pas du tout l'air fiables ? Merci beaucoup, {Player:FirstName}.
</gender>","<gender^Part=F>
Mi dai una monoposto terribile e, per mettere il dito nella piaga, con questa {ReliabilityPartName} sembra assolutamente inaffidabile! Grazie, {Player:FirstName}.
</gender>
<gender^Part=M>
Mi dai una monoposto terribile e, per mettere il dito nella piaga, con questo {ReliabilityPartName} sembra assolutamente inaffidabile! Grazie, {Player:FirstName}.
</gender>
<gender^Part=FP>
Mi dai una monoposto terribile e, per mettere il dito nella piaga, con queste {ReliabilityPartName} sembra assolutamente inaffidabile! Grazie, {Player:FirstName}.
</gender>
<gender^Part=MP>
Mi dai una monoposto terribile e, per mettere il dito nella piaga, con questi {ReliabilityPartName} sembra assolutamente inaffidabile! Grazie, {Player:FirstName}.
</gender>

","<gender^Part=F>
Da hab ich schon so ein grottenschlechtes Fahrzeug, und obendrein sieht die {ReliabilityPartName} total unzuverlässig aus ... Na, vielen Dank auch, {Player:FirstName}.
</gender>
<gender^Part=M>
Da hab ich schon so ein grottenschlechtes Fahrzeug, und obendrein sieht der {ReliabilityPartName} total unzuverlässig aus ... Na, vielen Dank auch, {Player:FirstName}.
</gender>
<gender^Part=FP>
Da hab ich schon so ein grottenschlechtes Fahrzeug, und obendrein sehen die {ReliabilityPartName} total unzuverlässig aus ... Na, vielen Dank auch, {Player:FirstName}.
</gender>
<gender^Part=N>
Da hab ich schon so ein grottenschlechtes Fahrzeug, und obendrein sieht das {ReliabilityPartName} total unzuverlässig aus ... Na, vielen Dank auch, {Player:FirstName}.
</gender>
","<gender^Part=F>
Me dais un coche que da pena y encima la {ReliabilityPartName} se rompe cada dos por tres. ""Gracias"", {Player:FirstName}.
</gender>
<gender^Part=M>
Me dais un coche que da pena y encima el {ReliabilityPartName} se rompe cada dos por tres. ""Gracias"", {Player:FirstName}.
</gender>
<gender^Part=FP>
Me dais un coche que da pena y encima las {ReliabilityPartName} se rompen cada dos por tres. ""Gracias"", {Player:FirstName}.
</gender>
<gender^Part=MP>
Me dais un coche que da pena y encima los {ReliabilityPartName} se rompen cada dos por tres. ""Gracias"", {Player:FirstName}.
</gender>","<gender^Part=F>
Você me dá um carro terrível assim, e para piorar, a {ReliabilityPartName} está parecendo que vai cair a qualquer momento? Valeu, {Player:FirstName}.
</gender>
<gender^Part=M>
Você me dá um carro terrível assim, e para piorar, o {ReliabilityPartName} está parecendo que vai cair a qualquer momento? Valeu, {Player:FirstName}.
</gender>
<gender^Part=FP>
Você me dá um carro terrível assim, e para piorar, as {ReliabilityPartName} estão parecendo que vão cair a qualquer momento? Valeu, {Player:FirstName}.
</gender>
<gender^Part=MP>
Você me dá um carro terrível assim, e para piorar, os {ReliabilityPartName} estão parecendo que vão cair a qualquer momento? Valeu, {Player:FirstName}.
</gender>
<gender^Part=N>
Você me dá um carro terrível assim, e para piorar, o {ReliabilityPartName} está parecendo que vai cair a qualquer momento? Valeu, {Player:FirstName}.
</gender>
","Je geeft me zo'n waardeloze wagen, en alsof dat nog niet erg genoeg is, ziet mijn {ReliabilityPartName} er volstrekt onbetrouwbaar uit? Dank je wel, {Player:FirstName}.","Kapok tőled egy rémes kocsit, és hogy tetézd a sértést, még a(z) {ReliabilityPartName} is teljesen megbízhatatlannak tűnik? Kösz, {Player:FirstName}!","Dajecie mi zjechany samochód, a co gorsza jedna z części ({ReliabilityPartName}) jest zupełnie do niczego? Dziękuję za rozmowę, {Player:FirstName}!","Болид и так просто отвратителен, а вы вдобавок еще и ставите на него <lowercase>{ReliabilityPartName}</lowercase>? Эта деталь абсолютно ненадежна! Ну, спасибо, {Player:FirstName}."
"Driver/Car Happiness Screen","ReliabilityComment","OverallCarReliability = Low","AnyDriver","You really expect me to finish the race with the reliability being this low?","PSG_10004178","","","","","","Vous croyez vraiment que je vais finir la course avec une fiabilité aussi mauvaise ?","Davvero ti aspetti che finisca la gara con un'affidabilità così bassa?","Sie erwarten nicht ernsthaft, dass ich ein Fahrzeug mit so schlechtem Zustand ins Ziel bringe, oder?","¿De verdad esperáis que acabe una carrera con la fiabilidad tan mala que tenemos?","Você realmente espera que eu termine a corrida com a confiabilidade tão baixa assim?","Verwacht je echt dat ik de race uitrijdt met zo'n lage betrouwbaarheid?","Tényleg azt várod, hogy ilyen alacsony megbízhatóság mellett befejezzem a versenyt?","Uważacie, że uda mi się ukończyć wyścig z tak zawodnym samochodem?","Вы и правда рассчитываете, что я доеду до финиша с такими ненадежными деталями?"
"Driver/Car Happiness Screen","ReliabilityComment","OverallCarReliability = Medium","AnyDriver","Reliability is looking pretty solid, boss.","PSG_10004179","","","","","","On dirait que la fiabilité est plutôt solide, chef.","L'affidabilità sembra buona, capo.","Das sieht mir alles sehr zuverlässig aus.","Parece que el coche es bastante fiable.","A confiabilidade parece boa, chefe.","De betrouwbaarheid lijkt me tamelijk solide, baas.","A megbízhatóság viszonylag stabilnak tűnik, főnök.","Całkiem niezła niezawodność, szefie.","Выглядит надежно, босс."
"Driver/Car Happiness Screen","ReliabilityComment","OverallCarReliability = Medium","AnyDriver","Seems like the reliability should be pretty decent this weekend.","PSG_10004229","","","","","","Je crois bien qu'on aura une fiabilité plutôt décente ce week-end.","Sembra che l'affidabilità sarà abbastanza discreta questo weekend.","An der Zuverlässigkeit scheint für dieses Wochenende nichts auszusetzen.","No creo que tengamos ningún problema de fiabilidad este fin de semana.","Parece que a confiabilidade vai ser bem tranquila nesse fim de semana.","Volgens mij moet de betrouwbaarheid dit weekend redelijk goed zijn.","Úgy fest, ezen a hétvégén a megbízhatósággal nem lesznek gondok.","Wygląda na to, że będziemy mieć w ten weekend niezłą niezawodność.","Кажется, в этот уикенд у нас все в порядке с надежностью."
"Driver/Car Happiness Screen","ReliabilityComment","OverallCarReliability = Medium","AnyDriver","Looks like we shouldn't have many reliability problems in the race.","PSG_10004230","","","","","","J'ai l'impression qu'on n'aura pas de problèmes de fiabilité pendant la course.","Sembra che non dovremmo avere problemi di affidabilità in questa gara.","Das Rennen sollte uns keine größeren Abnutzungsprobleme bereiten.","No creo que tengamos ningún problema de fiabilidad durante la carrera.","Parece que não teremos muitos problemas de confiabilidade na corrida.","Volgens mij gaan we in de race niet veel problemen met betrouwbaarheid krijgen.","Úgy fest, nem kell sok megbízhatósági problémával szembenéznünk a versenyen. ","Wygląda na to, że nie będziemy mieć problemów z niezawodnością w trakcie wyścigu.","Пожалуй, проблем с надежностью деталей ожидать не стоит."
"Driver/Car Happiness Screen","ReliabilityComment","OverallCarReliability = Medium","AnyDriver","I think the car looks pretty reliable. No major worries.","PSG_10004231","","","","","","Je pense que la voiture est plutôt fiable. Pas de soucis majeurs.","Penso che la monoposto sia abbastanza affidabile. Nessun grosso problema.","Das Fahrzeug sieht recht zuverlässig aus. Ich sehe da nichts, was mir wirklich Bedenken macht.","Creo que el coche parece fiable. No me preocupa en absoluto.","Acho que o carro está bem confiável. Sem grandes preocupações.","Volgens mij ziet de wagen er redelijk betrouwbaar uit. Ik maak me geen grote zorgen.","Szerintem a kocsi elég megbízhatónak tűnik. Nincsenek komolyabb problémák.","Samochód wygląda dość niezawodnie. Nie ma się o co martwić.","Болид кажется мне довольно надежным. Волноваться не о чем."
"Driver/Car Happiness Screen","ReliabilityComment","OverallCarReliability = High","AnyDriver","The reliability is superb, we shouldn't have any trouble in the race!","PSG_10004180","","","","","","La fiabilité est superbe, on ne devrait avoir aucun problème pendant la course !","L'affidabilità è superba, non dovremmo avere nessun problema in gara!","Das Fahrzeug befindet sich in rundum gutem Zustand. Wir sollten im Rennen keinerlei Probleme haben!","Tenemos una fiabilidad excelente. ¡No deberíamos tener ningún problema durante la carrera!","A confiabilidade está fantástica, não devemos ter nenhum problema na corrida!","De betrouwbaarheid is geweldig. We zouden tijdens de race geen problemen moeten krijgen!","A megbízhatóság kiváló, így nem lehet semmi gond a versenyen!","Niesamowita niezawodność, nie powinniśmy mieć problemów w trakcie wyścigu!","Надежность выше всяких похвал, проблем во время гонки точно не будет!"
"Driver/Car Happiness Screen","ReliabilityComment","OverallCarReliability = High","AnyDriver","The car looks rock solid, excellent!","PSG_10004232","","","","","","La voiture m'a l'air à toute épreuve, génial !","La monoposto è solida come una roccia, eccellente!","Der Wagen sieht total solide aus. Sehr gut!","¡El coche parece a prueba de balas! ¡Muy bien!","O carro parece muito bom, excelente!","De wagen ziet er absoluut solide uit. Fantastisch!","A kocsi stabilnak tűnik, ami szuper!","Samochód wygląda świetnie, super!","Отлично! Болид выглядит надежно!"
"Driver/Car Happiness Screen","ReliabilityComment","OverallCarReliability = High","AnyDriver","I've got no worries on the reliability front at all!","PSG_10004233","","","","","","Je ne me fais aucun souci du côté de la fiabilité !","Non ho nessuna preoccupazione sull'affidabilità!","In Sachen Zuverlässigkeit mache ich mir überhaupt keine Sorgen.","¡La fiabilidad del coche no me preocupa en absoluto!","Não tenho nenhuma preocupação com relação à confiabilidade!","Ik maak me totaal geen zorgen over de betrouwbaarheid!","Egyáltalán nem izgulok, ami a megbízhatóságot illeti!","W ogóle nie martwię się o niezawodność!","У меня нет никаких причин волноваться по поводу надежности!"
"Driver/Car Happiness Screen","ReliabilityComment","OverallCarReliability = High","AnyDriver","Looks like everyone's been working hard on the reliability!","PSG_10004234","","","","","","On dirait que tout le monde a travaillé d'arrache-pied sur la fiabilité !","Sembra che tutti stiano lavorando duro sull'affidabilità!","Die Mechaniker haben scheinbar hart an der Zuverlässigkeit gearbeitet!","¡Parece que han estado trabajando noche y día en mejorar la fiabilidad!","Parece que todos trabalharam duro na confiabilidade!","Volgens mij heeft iedereen hard gewerkt aan de betrouwbaarheid!","Úgy tűnik, mindenki keményen melózott a megbízhatóságon!","Chyba wszyscy pracowali sporo nad niezawodnością!","Похоже, мы отлично поработали над надежностью болида!"
"Driver/Car Happiness Screen","BalanceComment","CarBalance = Favourable; BalanceType = Oversteer","AnyDriver","I love the balance, nice and oversteery!","PSG_10004197","","","","","","J'aime l'équilibre de la voiture, surtout le survirage !","Mi piace il bilanciamento della vettura, dolce e con tanto sovrasterzo!","Die Konfiguration gefällt mir, so übersteuert es gut!","¡Me gustan los ajustes del coche, sobre todo el sobreviraje!","Eu estou amando o balanço. Bom e sobresterçado!","De balans bevalt me wel. Mooi en met veel overstuur!","Imádom ezt az egyensúlyt: klassz és túlkormányzott!","Podoba mi się równowaga i nadsterowność!","Отличный баланс, все четко, немного избыточной поворачиваемости."
"Driver/Car Happiness Screen","BalanceComment","CarBalance = Favourable;","AnyDriver","The car is balanced just how I like it!","PSG_10004198","","","","","","Cette voiture est équipée juste comme j'aime !","Il bilanciamento della monoposto è proprio come piace a me!","Das Fahrzeug ist genau so konfiguriert, wie ich es mag!","¡El coche está preparado justo como a mí me gusta!","O carro está balanceado bem do jeito que gosto!","De wagen is precies zo gebalanceerd als ik wil!","Ez az autó pontosan úgy van kiegyensúlyozva, ahogy szeretem!","Samochód jest idealnie zrównoważony!","Болид сбалансирован именно так, как мне нравится!"
"Driver/Car Happiness Screen","BalanceComment","CarBalance = Favourable; BalanceType = Understeer","AnyDriver","Nice, the balance seems quite understeery! Lovely!","PSG_10004199","","","","","","Super, la voiture a l'air préparée au sous-virage ! Génial !","Bene, c'è abbastanza sottosterzo nel bilanciamento! Ottimo!","Super, die Konfiguration ist aufs Untersteuern ausgelegt!","¡Qué bien! ¡Me habéis preparado el coche con subviraje, como a mí me gusta!","Maravilha, o balanço parece bem substerçado! Ótimo!","Mooi, de balans heeft veel onderstuur! Geweldig!","Klassz, az egyensúly kicsit az alulkormányzás javára billen. Csodás!","Nieźle, trochę podsterowności, tak jak lubię!","Хорошо, теперь баланс смещен в сторону меньшей поворачиваемости! Прекрасно!"
"Driver/Car Happiness Screen","BalanceComment","CarBalance = Neutral","AnyDriver","Could we do anything to improve the car's balance? It's okay, I guess.","PSG_10004200","","","","","","Je ne crois pas qu'on pourrait améliorer la voiture davantage. C'est bon, je pense.","Possiamo fare qualcosa per migliorare il bilanciamento della monoposto? È ok, suppongo.","Könnten wir an der Konfiguration noch drehen? Naja, ich werd’s überleben.","¿Podemos hacer algo para mejorar el equilibrio del coche? Le vendrían bien unos ajustillos.","Será que podemos fazer algo para melhorar o balanço do carro? Está ok, eu acho.","Kunnen we iets doen om de balans van de wagen te verbeteren? Het is oké, volgens mij.","Javíthatnánk még az autó egyensúlyán? Bár azt hiszem, rendben lesz.","Może udałoby się popracować nad równowagą samochodu. W sumie ujdzie w tłoku.","Мы можем что-нибудь сделать для улучшения баланса? Ну хорошо."
"Driver/Car Happiness Screen","BalanceComment","CarBalance = Neutral","AnyDriver","The balance of the car is okay, but it could be better for me.","PSG_10004201","","","","","","La voiture m'a l'air assez équilibrée, mais ça pourrait être mieux, à mon avis.","Il bilanciamento della monoposto è ok, ma potrebbe essere migliorato a mio avviso.","Die Konfiguration ist schon in Ordnung, aber es könnte noch besser gehen.","Los ajustes del coche no están mal, pero a mí no me vienen demasiado bien.","O balanço do carro está ok, mas acho que poderia ser melhor.","De balans van de wagen is oké, maar zou beter kunnen.","Az autó egyensúlya okés, de előnyösebb is lehetne nekem.","Równowaga samochodu jest w porządku, ale mogłaby być lepsza.","Баланс в порядке, но, как по мне, могло быть и лучше."
"Driver/Car Happiness Screen","BalanceComment","CarBalance = Unfavourable","AnyDriver","This car's balance really isn't going to help me on the track.","PSG_10004202","","","","","","L'équilibre de cette voiture ne sera pas vraiment de grand secours sur la piste.","Il bilanciamento della monoposto non è di aiuto in pista.","Die Konfiguration wird mir auf der Strecke wirklich nicht helfen.","Voy a tener problemas en la pista con estos ajustes.","O balanço deste carro não vai me ajudar na pista.","De balans van deze wagen gaat me niet echt helpen op de baan.","Ennek a kocsinak az egyensúlya nem fog segíteni nekem a pályán.","Równowaga samochodu nie pomoże mi zbytnio na torze.","С таким балансом на трассе мне будет трудновато."
"Driver/Car Happiness Screen","BalanceComment","CarBalance = Unfavourable; BalancedForOtherDriver = True","AnyDriver","I can tell that you've balanced the car for {OtherDriver:FirstName}… not cool.","PSG_10004203","","","","","","Je peux voir que vous avez équilibré la voiture pour {OtherDriver:FirstName}... pas cool.","Avete bilanciato la monoposto di {OtherDriver:FirstName}... e non è carino da parte vostra.","Ich merke, dass das Fahrzeug auf den Stil von {OtherDriver:FirstName} abgestimmt wurde. Dank auch.","Es evidente que habéis preparado el coche pensando en {OtherDriver:FirstName}... Ya hablaremos...","Dá para perceber que você balanceou o carro para {OtherDriver:FirstName}... isso não é legal.","Ik kan wel zien dat je de wagen hebt gebalanceerd voor {OtherDriver:FirstName}... daar ben ik niet blij mee.","Látom, hogy a kocsit {OtherDriver:FirstName} szája íze szerint egyensúlyoztátok ki… nem menő.","Widzę, że {OtherDriver:FirstName} był głównym czynnikiem, pod który ustawiliście samochód… słabo.","Я могу сказать, что болид пилота {OtherDriver:FirstName} сбалансирован… не особо хорошо."
"Post Season","PrizesGivenOut","Type = Header","IMAPresident","Prize Money for {Year} Season","PSG_10004765","Type = Body0","MailType = RequiresResponse; MailGroup = Politics","","","","Prix pour la saison {Year}","Premio per la stagione {Year}","Preisgeld für die Saison {Year}","Dinero en premios de la temporada {Year}","Prêmio em dinheiro para a temporada de {Year}","Prijzengeld voor seizoen {Year}","Pénzdíj a(z) {Year}. évi idényre","Nagrody za sezon {Year}","Призовые деньги за сезон {Year} г."
"Post Season","PrizesGivenOut","Type = Body0","IMAPresident","Hello {Player:FirstName},

I'm happy to present you with your prize money for the {Year} Season. Do try not to spend it all at once.

{Sender:FirstName}","PSG_10004766","","MailButton = PrizesScreen","","","","Bonjour {Player:FirstName},

Veuillez recevoir votre récompense pour la saison {Year}. Ne dépensez pas tout d'un coup.

{Sender:FirstName}","Ciao {Player:FirstName},

Sono felice di consegnarti il premio in denaro per la stagione {Year}. Non spenderlo tutto in una volta.

{Sender:FirstName}","Hallo {Player:FirstName},

mit Freuden überreiche ich Ihnen das Preisgeld für die Saison {Year}. Geben Sie nicht alles auf einmal aus.

{Sender:FirstName}","Hola, {Player:FirstName}

Esto es lo que te has llevado en premios en la temporada {Year}. ¡No te lo gastes todo del tirón!

{Sender:FirstName}","Olá {Player:FirstName},

Fico feliz em presentear você com seu prêmio em dinheiro pela temporada de {Year}. Tente não gastar tudo de uma vez.

{Sender:FirstName}","Hallo {Player:FirstName},

Ik vind het geweldig om je het prijzengeld voor het seizoen van {Year} te geven. Probeer niet alles in één keer uit te geven.

{Sender:FirstName}","Üdv, {Player:FirstName}!

Örömmel nyújtom át a pénzdíjadat a(z) {Year}. évi szezonra. Ne próbáld meg mindent egyszerre elkölteni!

{Sender:FirstName}","Witaj, {Player:FirstName}!

Z przyjemnością wręczam ci nagrodę za sezon {Year}. Postaraj się nie wydać wszystkiego naraz.

{Sender:FirstName}","Здравствуйте {Player:FirstName}!

С удовольствием вручаю вам призовую сумму за сезон {Year} г. Постарайтесь не потратить все сразу.

{Sender:FirstName}"
"Post Season","PrizeMoneyButton","","HUDText","{PrizeMoneyAmount} Prize Money Accepted","PSG_10004839","","","","","","{PrizeMoneyAmount} Prix accepté","{PrizeMoneyAmount} Premio in denaro accettato","Preisgeld von {PrizeMoneyAmount} akzeptiert","Premio en metálico aceptado ({PrizeMoneyAmount})","{PrizeMoneyAmount} de prêmio em dinheiro aceito","{PrizeMoneyAmount} aan prijzengeld geaccepteerd","{PrizeMoneyAmount} Pénzdíj elfogadva","{PrizeMoneyAmount} Nagroda zaakceptowana","Получены призовые - {PrizeMoneyAmount}"
"Post Season","ManagerOfTheSeason","Type = Header","IMAPresident","Manager Of The Season","PSG_10004747","Type = Body0","MailGroup = Politics","","","","Manager de la saison","Manager della stagione","Manager der Saison","Director de equipo del año","Administrador da temporada","Manager van het seizoen","Az idény menedzsere","Manager sezonu","Менеджер сезона"
"Post Season","ManagerOfTheSeason","Type = Body0","IMAPresident","After totting up the votes, the manager of the season is… {ManagerOfSeason:Manager} ({ManagerOfSeason:Name})!","PSG_10004748","","","","","","Suite au dépouillement des votes, le manager de la saison est... {ManagerOfSeason:Manager} ({ManagerOfSeason:Name}) !","Dopo la votazione, il Manager della stagione è... {ManagerOfSeason:Manager}, ({ManagerOfSeason:Name})!
","Die Stimmen wurden zusammengezählt und der Manager der Saison ist ...  {ManagerOfSeason:Manager} ({ManagerOfSeason:Name})!","Tras la votación, el premio al director o directora de equipo del año va para... ¡{ManagerOfSeason:Manager} de {ManagerOfSeason:Name}!","Depois da votação, o administrador ou administradora da temporada é... {ManagerOfSeason:Manager} ({ManagerOfSeason:Name})!","Na het tellen van de stemmen is de manager van het seizoen… {ManagerOfSeason:Manager} ({ManagerOfSeason:Name})!","A pontok összeszámlálása után, az idény menedzsere… {ManagerOfSeason:Manager} ({ManagerOfSeason:Name})!","Po zliczeniu głosów, menadżerem sezonu zostaje... {ManagerOfSeason:Manager} ({ManagerOfSeason:Name})!","После подсчета голосов менеджером сезона становится… {ManagerOfSeason:Manager} ({ManagerOfSeason:Name})!"
"Post Season","DriverOfTheSeason","Type = Header","IMAPresident","Driver Of The Season","PSG_10004749","Type = Body0","MailGroup = Politics","","","","Pilote de la saison","Pilota della stagione","Fahrer der Saison","Piloto del año","Piloto da temporada","Coureur van het seizoen","Az idény versenyzője","Kierowca sezonu","Пилот сезона"
